ticker,name,sector,industry,currency,price,mktcap_B,pe,forward_pe,pb,ev_ebitda,ps,roe,roa,profit_margin,gross_margin,operating_margin,fcf,operating_cf,total_revenue,debt_equity,current_ratio,quick_ratio,total_debt,revenue_growth,earnings_growth,earnings_quarterly_growth,div_yield,payout_ratio,target_price,analyst_rating,num_analysts,beta,week52_high,week52_low,fcf_yield,upside_pct,group,score,grade,tier,days_to_earnings,opt_expiration,opt_dte,opt_strike,opt_pct_otm,opt_bid,opt_ask,opt_mark,opt_spread_pct,opt_oi,opt_iv,opt_roc,opt_ann_yield,opt_capital_secured
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,USD,160.69,669.56,23.983583,17.073013,2.588893,12.067,2.0671408,11.0810004,4.902,8.9049995,31.049,9.527001,12229749760.0,51969998848,323904995328,0.18936,1.153,0.764,50487001088,-1.3,-11.0,-14.6,256.0,59.699999999999996,160.16667,2.34615,24,0.288,176.41,97.8,1.83,-0.3,US_Energy,74,A,🟡 SOLID,,2026-05-15,40.0,155.0,3.54,4.95,5.15,5.05,3.96,1562.0,36.78,3.26,29.73,15500.0
NTR.TO,NUTRIEN LTD,Basic Materials,Agricultural Inputs,CAD,105.12,50.81,16.222223,15.356339,1.4389001,11.444,1.9580238,9.224,4.165,8.735999999999999,32.167,12.68,1355874944.0,4007000064,25948999680,0.47384,1.336,0.577,12019000320,5.7,414.7,405.3,291.0,46.78,106.96901,2.17391,8,1.11,116.95,65.35,2.67,1.8,CA_Materials,73,A,🟡 SOLID,,,,,,,,,,,,,,
STN.TO,STANTEC INC,Industrials,Engineering & Construction,CAD,120.91,13.79,28.788097,17.552086,4.2561955,16.81,2.1235204,15.501000000000001,6.510000000000001,7.381,54.336,10.581,820300032.0,862899968,6494799872,0.78598,1.232,1.197,2546899968,10.9,-5.0,-4.2,81.0,21.43,166.72726,,11,0.729,160.05,109.74,5.95,37.9,CA_Industrials,73,A,🟡 SOLID,,,,,,,,,,,,,,
CNR.TO,CANADIAN NATIONAL RAILWAY CO.,Industrials,Railroads,CAD,144.93,88.61,19.14531,16.624073,4.121193,12.128,5.120793,22.15,7.7010006,27.277002,56.668997,42.406,2382249984.0,7048999936,17304000512,1.0028700000000002,0.669,0.397,21629999104,2.4,11.4,8.9,252.99999999999997,46.9,153.85,2.26667,20,0.961,154.63,126.11,2.69,6.2,CA_Industrials,73,A,🟡 SOLID,,,,,,,,,,,,,,
NVDA,NVIDIA Corporation,Technology,Semiconductors,USD,177.39,4311.46,36.20204,15.957576,27.408838,31.971,19.966211,101.485,51.188,55.603004,71.068,65.024,58128998400.0,102717997056,215938007040,0.07255,3.905,3.141,11411999744,73.2,95.6,94.5,2.0,0.8200000000000001,268.22195,1.28333,56,2.335,212.19,86.62,1.35,51.2,US_Tech,73,A,🟡 SOLID,,2026-05-15,40.0,170.0,4.17,5.4,5.5,5.45,1.83,32449.0,37.96,3.21,29.25,17000.0
UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,USD,98.18,83.42,14.966464,12.324139,5.1368175,8.688,0.9408972,33.772000000000006,7.443,6.285,22.601,10.7480004,5186874880.0,8449999872,88661000192,1.75884,1.219,1.112,28590000128,-3.2,4.6,4.1,668.0,100.0,113.07143,2.26667,28,1.098,122.41,82.0,6.22,15.2,US_Industrials,73,A,🟡 SOLID,,,,,,,,,,,,,,
EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USD,142.64,76.53,15.657519,11.467123,2.5707386,7.017,3.3779972,16.829,8.199,21.982999,62.019999999999996,16.939999999999998,2327249920.0,10044000256,22653999104,0.3062,1.632,1.295,9134999552,0.0,-41.7,-44.0,286.0,43.26,148.43333,2.25,30,0.333,151.87,101.59,3.04,4.1,US_Energy,73,A,🟡 SOLID,,,,,,,,,,,,,,
ABT,Abbott Laboratories,Healthcare,Medical Devices,USD,102.87,178.76,27.653227,16.852884,3.426944,15.341,4.0325627,12.961,6.6300004999999995,14.718,56.664,21.616,6288999936.0,9566000128,44328001536,0.26787,1.576,1.023,14136000512,4.4,-80.9,-80.8,245.00000000000003,63.44,132.28,1.68966,25,0.782,139.06,100.88,3.52,28.6,US_Healthcare,73,A,🟡 SOLID,,,,,,,,,,,,,,
CRM,"Salesforce, Inc.",Technology,Software - Application,USD,187.18,175.39,23.96671,12.571755,2.9402153,14.418,4.2236643,12.3959996,5.179,17.958,77.67600399999999,19.239001000000002,16366999552.0,14995999744,41524998144,0.29947,0.76,0.644,17710999552,12.1,17.9,13.8,94.0,21.33,273.0604,1.64706,52,1.288,296.05,174.57,9.33,45.9,US_Tech,73,A,🟡 SOLID,,,,,,,,,,,,,,
MFC.TO,MANULIFE FIN,Financial Services,Insurance - Life,CAD,48.57,81.41,15.8208475,9.818191,1.68103,8.474,2.6283941,11.494,0.541,18.667,49.297999999999995,133.467,20796874752.0,32105000960,30975000576,0.48345999999999995,4.735,1.552,25376000000,-34.9,-6.1,-7.3,372.0,57.330000000000005,54.71333,,15,0.728,52.97,36.93,25.54,12.6,CA_Insurance,73,A,🟡 SOLID,,,,,,,,,,,,,,
ADBE,Adobe Inc.,Technology,Software - Application,USD,242.92,99.02,14.164432,9.2168865,8.62642,10.294,4.04953,58.774,18.905,29.476999999999997,89.396006,38.762,9321374720.0,10506999808,24452999168,0.5834,0.912,0.789,6670000128,12.0,11.1,4.3,0.0,0.0,328.18823,2.41026,34,1.518,422.95,233.16,9.41,35.1,US_Tech,71,A,🟡 SOLID,,,,,,,,,,,,,,
SLB,SLB Limited,Energy,Oil & Gas Equipment & Services,USD,49.44,74.22,21.038298,14.88511,2.8316152,10.779,2.0784147,13.904001,6.771999600000001,9.449000999999999,18.687998999999998,15.988,2449250048.0,6488999936,35707998208,0.45975,1.326,0.883,12547000320,5.0,-28.6,-24.7,239.0,48.509997,55.43214,1.62069,28,0.695,54.8,31.11,3.3,12.1,US_Energy,71,A,🟡 SOLID,,,,,,,,,,,,,,
PG,Procter & Gamble Company (The),Consumer Defensive,Household & Personal Products,USD,143.12,334.97,21.171597,19.555733,6.3628683,14.515,3.928855,31.562,10.898,19.299999,51.18899999999999,26.296999999999997,13253374976.0,19069999104,85259001856,0.68719,0.724,0.466,36638998528,1.5,-5.4,-6.7,295.0,61.88,166.95454,2.08333,22,0.403,171.65,137.62,3.96,16.7,US_Consumer_Staples,71,A,🟡 SOLID,,,,,,,,,,,,,,
CVE.TO,CENOVUS ENERGY INC.,Energy,Oil & Gas Integrated,CAD,36.93,69.66,17.176744,18.903467,2.201228,8.499,1.4016507,12.8,4.607,7.9079999999999995,21.475,9.5010005,2718874880.0,8227999744,49695997952,0.44905,1.566,0.995,14206999552,-15.1,596.6,539.7,217.0,36.28,37.0625,1.41176,16,0.515,38.5,14.48,3.9,0.4,CA_Energy,71,A,🟡 SOLID,,,,,,,,,,,,,,
TIH.TO,TOROMONT IND,Industrials,Industrial Distribution,CAD,195.66,15.94,32.233936,24.896456,4.8431897,15.931,3.0631123,15.901000000000002,8.064,9.545,25.413000000000004,14.647001000000001,606657600.0,742121984,5202836992,0.25865,2.934,1.841,851086976,8.8,0.9,0.6,108.0,34.27,207.88889,,9,0.966,215.58,107.32,3.81,6.3,CA_Industrials,71,A,🟡 SOLID,,,,,,,,,,,,,,
IFC.TO,INTACT FINANCIAL CORPORATION,Financial Services,Insurance - Property & Casualty,CAD,247.18,43.89,13.477644,13.070327,2.2671032,8.305,1.6837252,17.263001,4.9239997,12.909001,18.752001,20.459999,3483500032.0,4387999744,26066999296,0.25206,0.36,0.165,5251999744,8.7,46.4,44.1,238.0,28.99,313.07693,,13,0.294,317.35,242.87,7.94,26.7,CA_Insurance,70,A,🟡 SOLID,,,,,,,,,,,,,,
AGI.TO,ALAMOS GOLD INC CLS A,Basic Materials,Gold,CAD,64.03,26.89,21.928082,13.967163,4.3488274,24.585,14.865773,22.062,9.134,48.972,66.84,47.175,51287500.0,795299968,1808800000,0.05016,2.001,1.281,223000000,53.1,396.3,396.5,25.0,4.760000000000001,81.69191,1.38462,10,1.347,75.78,32.9,0.19,27.6,CA_Materials,70,A,🟡 SOLID,,,,,,,,,,,,,,
BCE.TO,BCE INC.,Communication Services,Telecom Services,CAD,34.06,31.76,5.0162005,12.567942,1.609641,8.874,1.2980967,32.033001999999996,4.421,26.401999999999997,45.047,19.503,3317874944.0,6992999936,24468000768,1.76143,0.576,0.418,41059000320,-0.3,26.1,25.0,514.0,34.02,37.52941,2.61111,17,0.619,36.25,28.73,10.45,10.2,CA_Telecom,70,A,🟡 SOLID,,,,,,,,,,,,,,
GRT-UN.TO,GRANITE REAL ESTATE INVESTMENT,Real Estate,REIT - Industrial,CAD,85.14,5.16,15.069026,12.861028,0.93657184,18.279,8.350238,6.0920000000000005,2.981,55.404997,82.32000000000001,74.02499999999999,214906000.0,388084000,617891008,0.62166,0.409,0.252,3430401024,9.3,67.4,61.8,405.0,60.400003000000005,98.75,1.5,10,,92.89,55.25,4.17,16.0,CA_REITS,69,B+,🟡 SOLID,,,,,,,,,,,,,,
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,USD,59.6,121.69,17.225433,9.706176,6.5689406,8.261,2.5249498,40.442002,10.293,14.637,72.623,28.163,11146874880.0,14156000256,48193998848,2.54982,1.255,1.076,47187001344,1.3,1392.1,1409.7,423.00000000000006,71.970004,62.72,2.51724,25,0.273,62.89,42.52,9.16,5.2,US_Healthcare,68,B+,🟡 SOLID,,,,,,,,,,,,,,
ARX.TO,ARC RESOURCES LTD.,Energy,Oil & Gas E&P,CAD,27.66,15.92,12.6301365,13.202864,1.9099572,6.087,2.6208415,15.73,7.7309996000000005,20.987000000000002,57.374,23.235,822750016.0,3093499904,6075700224,0.47341,0.702,0.507,3912300032,15.6,-27.6,-29.8,304.0,35.619998,30.18421,1.84211,19,0.155,31.56,21.14,5.17,9.1,CA_Energy,67,B+,🟡 SOLID,,,,,,,,,,,,,,
MDT,Medtronic plc.,Healthcare,Medical Devices,USD,86.63,111.22,24.198324,14.290215,2.2696428,13.89,3.1344535,9.39,4.567,13.0,65.159,20.007,4073125120.0,7285000192,35484000256,0.5706,2.535,1.553,28071000064,8.7,-11.8,-11.7,328.0,79.050004,110.6,1.93333,25,0.764,106.33,79.55,3.66,27.7,US_Healthcare,67,B+,🟡 SOLID,,,,,,,,,,,,,,
COP,ConocoPhillips,Energy,Oil & Gas E&P,USD,130.52,159.54,20.522013,18.134327,2.479719,7.324,2.6466882,12.357,6.421,13.252,46.18,16.299999,7486875136.0,19796000768,60279001088,0.37828,1.297,1.069,24394000384,-6.8,-39.0,-37.5,257.0,50.080000000000005,130.85715,1.89655,28,0.192,135.87,79.88,4.69,0.3,US_Energy,66,B+,🟡 SOLID,,,,,,,,,,,,,,
L.TO,LOBLAW CO,Consumer Defensive,Grocery Stores,CAD,64.59,75.7,30.611374,22.46296,6.863974,6.829,1.1845337,23.172002,6.775,4.1739997,31.348,6.922000000000001,3774249984.0,6264000000,63902998528,1.45684,1.076,0.168,16305000448,9.6,43.4,39.9,87.0,26.139998,68.45455,1.90909,11,0.413,69.59,48.005,4.99,6.0,CA_Consumer,66,B+,🟡 SOLID,,,,,,,,,,,,,,
DHR,Danaher Corporation,Healthcare,Diagnostics & Research,USD,191.12,135.26,37.99602,20.995508,2.5717206,19.175,5.5053525,7.053,4.183,14.71,59.231997,22.17,4554874880.0,6416000000,24568000512,0.37487000000000004,1.874,1.398,19696001024,4.6,12.5,10.2,84.0,25.45,264.9091,1.4,22,0.986,242.8,171.0,3.37,38.6,US_Healthcare,66,B+,🟡 SOLID,,,,,,,,,,,,,,
TJX,"TJX Companies, Inc. (The)",Consumer Cyclical,Apparel Retail,USD,161.29,179.51,33.119095,28.465635,17.523901,22.051,2.97333,59.129,13.289000000000001,9.1000006,30.963,13.267000000000001,3892000000.0,6873999872,60372000768,1.32375,1.138,0.512,13489000448,8.5,27.9,26.8,119.0,33.879999999999995,171.77779,1.42857,18,0.727,162.68,116.37,2.17,6.5,US_Consumer_Disc,66,B+,🟡 SOLID,,,,,,,,,,,,,,
SLF.TO,SUN LIFE FINANCIAL INC.,Financial Services,Insurance - Diversified,CAD,88.5,49.03,14.390244,10.293869,2.131965,-4.398,1.4057213,13.901,0.851,10.181,40.646,15.052,-4225999872.0,2799000064,34879000576,0.90268,8.0,7.326,23011000320,4.7,240.9,188.7,407.0,57.240002999999994,95.78571,2.26667,14,0.788,94.76,74.56,-8.62,8.2,CA_Insurance,65,B+,🟡 SOLID,,,,,,,,,,,,,,
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USD,241.73,71.25,18.285173,13.153034,4.118619,11.478,0.53499585,24.193001,4.775,3.039,10.308,6.287,2569374976.0,8253000192,133174001664,1.42647,1.259,0.711,34357999616,-1.2,350.7,313.7,158.0,28.21,232.66667,2.21053,18,0.577,255.77,115.1,3.61,-3.7,US_Energy,64,B+,🟡 SOLID,,,,,,,,,,,,,,
ORCL,Oracle Corporation,Technology,Software - Infrastructure,USD,146.38,421.0,26.232977,18.359694,12.547574,20.026,6.5702543,57.572,6.335,25.298,67.084,32.676,-22298499072.0,23513999360,64076001280,4.1526499999999995,1.347,1.224,162164998144,21.7,24.5,26.7,137.0,35.909998,246.45872,1.61364,39,1.597,345.72,118.86,-5.3,68.4,US_Tech,64,B+,🟡 SOLID,,2026-05-15,40.0,140.0,4.36,7.15,7.35,7.25,2.76,7115.0,53.6,5.18,47.25,14000.0
WPM.TO,WHEATON PRECIOUS METALS CORP,Basic Materials,Gold,CAD,188.85,85.74,42.06014,22.82015,7.0957127,44.584,37.04523,18.454,12.027001,63.583999999999996,85.350996,75.17199500000001,75477504.0,1904980992,2314599936,0.00091,7.785,7.76,7905000,127.2,532.7,533.3,56.99999999999999,20.39,260.4589,1.33333,6,1.218,226.68,96.18,0.09,37.9,CA_Materials,64,B+,🟡 SOLID,,,,,,,,,,,,,,
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,USD,49.38,354.38,12.96063,9.941815,1.2845659,,3.2989945,10.217,0.914,28.401,0.0,41.627997,,12613000192,107421999104,,,,767072010240,7.2,21.2,15.7,227.0,28.350002000000003,61.06,1.48148,25,1.237,57.55,33.07,,23.7,US_Finance,64,B+,🟡 SOLID,,2026-05-15,40.0,45.0,8.87,0.79,0.82,0.8,3.73,22440.0,38.57,1.79,16.32,4500.0
OTEX.TO,OPEN TEXT CORPORATION,Technology,Software - Application,CAD,31.36,7.9,13.17647,5.13264,1.3893796,8.682,1.5257561,10.548,4.8649997,8.424,76.228,23.492001000000002,1048553024.0,1026854016,5179770880,1.6302,0.939,0.82,6594805760,-0.6,-23.9,-26.9,476.99999999999994,62.870000000000005,36.719692,2.75,1,1.091,56.0,29.61,13.27,17.1,CA_Tech,63,B+,🟡 SOLID,,,,,,,,,,,,,,
RTX,RTX Corporation,Industrials,Aerospace & Defense,USD,196.21,264.09,39.558468,26.0886,4.0366616,20.209,2.9806397,10.951999599999999,3.877,7.598000000000001,20.076999,11.0240005,6456249856.0,10567000064,88603000832,0.5951299999999999,1.026,0.667,39956000768,12.1,8.3,9.4,139.0,53.830003999999995,216.33682,2.17391,22,0.428,214.5,112.27,2.44,10.3,US_Industrials,63,B+,🟡 SOLID,,,,,,,,,,,,,,
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,USD,176.21,70.62,16.346012,12.147011,2.4296114,13.824,0.5334434,15.427,3.7479999999999998,3.3259999999999996,12.3009995,2.7470000000000003,1261250048.0,4961999872,132376002560,0.7138,1.296,0.817,21585999872,1.3,242728.4,36225.0,288.0,44.019999999999996,175.1,2.33333,20,0.755,190.61,91.01,1.79,-0.6,US_Energy,63,B+,🟡 SOLID,,,,,,,,,,,,,,
BAM.TO,BROOKFIELD ASSET MANAGEMENT LT,Financial Services,Asset Management,CAD,61.88,101.37,28.915888,20.043903,8.817808,33.538,21.044195,22.306,12.154,51.588,71.497,67.93400000000001,1438499968.0,2100999936,4816999936,0.28515999999999997,1.756,1.585,2940000000,31.1,-20.7,-18.6,451.99999999999994,113.64000000000001,82.80262,2.35294,5,1.242,88.12,58.09,1.42,33.8,CA_Diversified,62,B+,🟡 SOLID,,,,,,,,,,,,,,
CP.TO,CANADIAN PACIFIC KANSAS CITY L,Industrials,Railroads,CAD,109.83,98.62,24.352549,18.624346,2.1488526,15.155,6.5408435,8.644,4.3870002,27.464,53.82,44.022,2000499968.0,5309000192,15077999616,0.50396,0.491,0.369,23598000128,1.3,-7.4,-10.3,83.0,19.379999,122.1,1.6,20,1.19,122.25,94.6,2.03,11.2,CA_Industrials,62,B+,🟡 SOLID,,,,,,,,,,,,,,
ATD.TO,ALIMENTATION COUCHE-TARD INC,Consumer Cyclical,Specialty Retail,CAD,78.3,72.49,19.477613,17.440207,3.317774,13.98,0.9890552,18.16,6.449000000000001,3.711,18.951,9.246001,2106437504.0,5521399808,73289203712,0.7586799999999999,0.948,0.558,9043399680,-22.1,,30.8,105.0,19.81,92.342064,1.84211,18,0.773,85.59,66.93,2.91,17.9,CA_Consumer,62,B+,🟡 SOLID,,,,,,,,,,,,,,
O,Realty Income Corporation,Real Estate,REIT - Retail,USD,62.21,58.01,53.17094,35.433968,1.473228,17.16,10.06606,2.702,2.2689999999999997,18.370001,92.559,46.975,2675889408.0,3994754048,5762706944,0.73505,1.245,0.774,29492946944,11.0,41.2,48.3,520.0,275.47,67.9,2.58333,20,0.796,67.94,50.71,4.61,9.1,US_REITS,62,B+,🟡 SOLID,,,,,,,,,,,,,,
FCX,"Freeport-McMoRan, Inc.",Basic Materials,Copper,USD,61.38,88.22,40.38158,16.175575,4.6637793,11.73,3.4040298,13.946,7.192,8.505,37.063,14.396999999999998,1559124992.0,5609999872,25915000832,0.34103,2.291,0.912,10492000256,-1.5,47.7,48.2,98.0,39.470002,67.44762,1.63636,21,1.473,69.75,27.66,1.77,9.9,US_Materials,62,B+,🟡 SOLID,,,,,,,,,,,,,,
DSG.TO,DESCARTES SYS,Technology,Software - Application,CAD,99.49,8.56,38.265385,22.220287,3.8091137,26.697,11.740262,10.904,7.776,22.465,77.083,31.202,236248992.0,266246000,728992000,0.00517,2.16,2.006,8363000,15.1,21.0,22.0,0.0,0.0,131.2023,1.71429,1,0.19,162.1,85.26,2.76,31.9,CA_Tech,61,B+,🟡 SOLID,,,,,,,,,,,,,,
BEI-UN.TO,BOARDWALK REAL ESTATE INVESTME,Real Estate,REIT - Residential,CAD,64.7,3.45,16.848957,13.479165,0.64135605,19.17,5.419776,4.0359996,2.5150001,30.957,65.236,58.367000000000004,231068000.0,259826000,635945024,0.79486,0.161,0.077,3909261056,-2.3,,,257.0,41.799998,80.13636,,11,0.843,75.37,59.1,6.7,23.9,CA_REITS,61,B+,🟡 SOLID,,,,,,,,,,,,,,
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,USD,156.09,43.34,28.07374,20.915405,-5.902662,19.116,5.276215,0.0,22.648,18.98,46.165,31.928,1310000000.0,2010000000,8214000128,,1.346,1.098,13189000192,6.5,27.7,26.5,192.0,51.17,171.91667,2.26667,24,0.662,169.39,137.33,3.02,10.1,US_Consumer_Staples,60,B+,🟡 SOLID,,,,,,,,,,,,,,
KEY.TO,KEYERA CORP,Energy,Oil & Gas Midstream,CAD,53.4,12.24,28.25397,17.383549,4.4285955,13.93,1.7863537,15.451,4.705,6.308,20.150000000000002,12.336001000000001,241229376.0,774539008,6854019072,2.27744,1.759,0.989,6296304128,-12.4,3.6,1.5,401.0,112.16999000000001,54.69231,1.92308,13,0.859,55.35,37.8,1.97,2.4,CA_Pipelines,60,B+,🟡 SOLID,,,,,,,,,,,,,,
WPC,W. P. Carey Inc. REIT,Real Estate,REIT - Diversified,USD,70.25,15.41,33.293842,25.185621,1.8963424,17.056,9.031757,5.7090000000000005,3.132,27.341998,93.316,50.9,615272000.0,1282318976,1705649024,1.09058,0.84,0.77,8870966272,8.8,218.1,215.4,530.0,171.56,73.58333,2.71429,12,0.794,75.69,54.24,3.99,4.7,US_REITS,59,B,🟠 WATCH,,,,,,,,,,,,,,
CAR-UN.TO,CDN APARTMENT UN,Real Estate,REIT - Residential,CAD,36.53,5.76,29.699186,14.496032,0.6482812,19.291,5.7429595,2.661,2.431,19.639,65.152,60.236999999999995,345169760.0,568824000,1003363968,0.68472,0.198,0.047,5998942208,-12.0,,,425.0,125.13000000000001,44.90385,2.07692,13,0.934,46.29,35.1,5.99,22.9,CA_REITS,59,B,🟠 WATCH,,,,,,,,,,,,,,
KXS.TO,KINAXIS INC,Technology,Software - Application,CAD,143.27,3.96,42.014664,20.352587,6.8178625,40.871,7.22878,17.305,7.045999999999999,12.901000000000002,64.646006,16.493,112142248.0,117800000,548030016,0.11387,1.969,1.908,48003000,16.4,,,0.0,0.0,211.52422,1.66667,10,0.736,212.45,117.22,2.83,47.6,CA_Tech,59,B,🟠 WATCH,,,,,,,,,,,,,,
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,USD,198.97,397.81,30.010557,19.788637,2.1132176,11.777,2.154361,7.231,3.794,6.6610000000000005,41.896,9.462,13200749568.0,33938999296,184654004224,0.24323,1.155,0.724,46742999040,-8.2,-23.8,-14.5,358.0,103.17,203.0,2.0,24,0.587,214.71,132.04,3.32,2.0,US_Energy,59,B,🟠 WATCH,,,,,,,,,,,,,,
HON,Honeywell International Inc.,Industrials,Conglomerates,USD,229.45,145.86,33.10967,19.997246,10.4838705,20.03,3.895513,26.136,5.945,12.629999999999999,36.933997000000005,15.412999999999998,4661000192.0,6408000000,37441998848,2.36613,1.298,0.878,35562999808,-3.3,-76.4,-77.0,206.99999999999997,65.98999500000001,252.06125,2.03846,24,0.915,248.18,169.04807,3.2,9.9,US_Industrials,58,B,🟠 WATCH,,,,,,,,,,,,,,
PEP,"Pepsico, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,USD,157.01,214.62,26.168333,17.172361,10.517818,14.208,2.2850506,42.848000000000006,9.054,8.773,54.459999999999994,14.068,8232750080.0,12087000064,93924999168,2.58081,0.853,0.642,53027999744,5.6,67.5,66.8,362.0,93.71000000000001,170.53667,2.6087,21,0.41,171.48,127.6,3.84,8.6,US_Consumer_Staples,58,B,🟠 WATCH,,,,,,,,,,,,,,
MMM,3M Company,Industrials,Conglomerates,USD,144.47,76.09,24.078333,15.394649,16.292997,13.52,3.050038,75.50099999999999,7.5840004,13.027,39.915,12.408,1260249984.0,2305999872,24948000768,2.76638,1.708,1.195,13132000256,2.0,-19.9,-20.7,216.0,48.669996999999995,176.32118,2.11111,17,1.158,177.41,121.98,1.66,22.0,US_Industrials,58,B,🟠 WATCH,,,,,,,,,,,,,,
AMT,American Tower Corporation (RE,Real Estate,REIT - Specialty,USD,173.73,81.33,32.172222,25.059862,22.179241,18.988,7.6405983,26.279999999999998,4.8950000000000005,23.763001,74.18299999999999,44.942,4508987392.0,5464000000,10644599808,4.34211,0.397,0.342,44963901440,7.5,-33.2,-33.3,397.0,125.93,214.90909,1.84,22,0.93,234.33,165.08,5.54,23.7,US_REITS,57,B,🟠 WATCH,,,,,,,,,,,,,,
PPL.TO,PEMBINA PIPELINE CORPORATION,Energy,Oil & Gas Midstream,CAD,62.07,36.08,23.334585,20.07867,2.3974507,14.846,4.63834,9.883001,4.382,21.779,38.365,26.973000000000003,1860999936.0,3300999936,7777999872,0.79363,0.61,0.449,13310000128,-10.8,-14.9,-14.5,458.0,106.02000000000001,62.0,2.27778,18,0.713,64.27,48.35,5.16,-0.1,CA_Pipelines,57,B,🟠 WATCH,,,,,,,,,,,,,,
GWO.TO,GREAT-WEST LIFECO INC,Financial Services,Insurance - Life,CAD,66.0,59.87,15.492957,11.131369,2.220652,-12.396,1.6889184,12.675,0.64700004,11.622,47.193000000000005,40.292,-5039625216.0,2708000000,35449999360,0.4236,26.002,23.022,13980000256,-3.0,-4.5,-4.5,379.0,57.28,68.33333,,12,0.665,68.56,49.54,-8.42,3.5,CA_Diversified,56,B,🟠 WATCH,,,,,,,,,,,,,,
MS,Morgan Stanley,Financial Services,Capital Markets,USD,165.81,263.28,16.23996,13.412369,2.5760095,,3.7453494,15.614,1.2920001,23.986,87.059,38.625,,-17888999424,70296002560,4.55747,2.053,1.673,513408008192,11.0,20.7,18.4,241.0,37.71,192.57143,2.36,21,1.182,192.68,94.33,,16.1,US_Finance,56,B,🟠 WATCH,,,,,,,,,,,,,,
ENB.TO,ENBRIDGE INC,Energy,Oil & Gas Midstream,CAD,75.4,164.55,23.41615,23.41557,2.9636037,16.023,2.5239775,11.555000399999999,3.3779999999999997,11.49,41.657,17.721,-239250000.0,12270000128,65194000384,1.6139599999999998,0.628,0.415,106398998528,5.9,294.9,246.2,515.0,117.08000000000001,75.7619,2.5,21,0.805,77.18,56.51,-0.15,0.5,CA_Pipelines,55,B,🟠 WATCH,,,,,,,,,,,,,,
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,USD,85.14,68.31,32.372623,20.586203,1270.7462,15.553,3.3513877,497.47,16.362,10.459999999999999,60.107,20.382,3075875072.0,4198000128,20381999104,23.43562,0.833,0.448,8553999872,5.8,,,249.00000000000003,78.330004,97.10526,2.05263,19,0.331,99.33,74.55,4.5,14.1,US_Consumer_Staples,55,B,🟠 WATCH,,,,,,,,,,,,,,
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,USD,231.03,129.6,19.496202,16.906004,-13.069526,13.959,1.5019426,0.0,13.119,7.712,33.476,8.555,4987375104.0,9863999488,86286000128,,1.077,0.106,44677001216,10.9,-11.0,-11.0,208.0,40.080002,285.42422,1.91667,33,0.965,293.06,206.39,3.85,23.5,US_Consumer_Disc,55,B,🟠 WATCH,,,,,,,,,,,,,,
MRU.TO,METRO INC,Consumer Defensive,Grocery Stores,CAD,96.44,20.56,21.336285,17.19631,2.928103,15.479,0.9269903,13.919999999999998,6.2459998,4.4359997,19.747,6.796,840787520.0,1676800000,22175399936,0.8068899999999999,1.418,0.488,4800999936,,,,169.0,32.740003,102.90909,2.45455,11,0.388,109.2,89.64,4.09,6.7,CA_Consumer,55,B,🟠 WATCH,,,,,,,,,,,,,,
